SKU,Produk,Group,Stok Berjalan, Harga Beli ,Nilai Stok (Rp),Stok Bln-1,Stok Bln-2,Cilandak,Karang Tengah,Cinere,Jagakarsa,Pondok Pinang,Umur Stok,Rekomendasi Aging
st671,Voopoo Vmate Infinity Edition 900mAh 17W - Gradient Blue,SALE DEVICE POD,3,"  200,000 "," Rp 600,000 ",3,3,1,1,0,0,1,Aged ≥ 3 bln,Clearance 20-40% / bundling
st483,Voopoo Drag X 80W Pod Mod Kit - Retro,SALE DEVICE MOD,2,"  300,000 "," Rp 600,000 ",2,2,0,1,0,0,1,Aged ≥ 3 bln,Clearance 20-40% / bundling
st480,Voopoo Drag X 80W Pod Mod Kit - Galaxy Blue,SALE DEVICE MOD,2,"  300,000 "," Rp 600,000 ",2,2,0,1,0,0,1,Aged ≥ 3 bln,Clearance 20-40% / bundling
st478,Voopoo Drag X 80W Pod Mod Kit - Chestnut,SALE DEVICE MOD,2,"  300,000 "," Rp 600,000 ",2,2,0,1,0,0,1,Aged ≥ 3 bln,Clearance 20-40% / bundling
rta355,TOT RTA 24mm Glossy Edition By Air Vape - Pink,RTA,2,"  300,000 "," Rp 600,000 ",2,2,1,0,0,1,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
OPS62/0625,Relx Prime E Pod Kit Bundling - Sage Green,Pod System 2025,4,"  150,000 "," Rp 600,000 ",5,5,1,1,0,1,1,Aged ≥ 3 bln,Clearance 20-40% / bundling
dt253,909 Modify Drip Tip 510 - Red,Drip Tips And Caps,5,"  120,000 "," Rp 600,000 ",5,5,1,1,1,1,1,Aged ≥ 3 bln,Clearance 20-40% / bundling
dt252,909 Modify Drip Tip 510 - Blue,Drip Tips And Caps,5,"  120,000 "," Rp 600,000 ",5,5,1,1,1,1,1,Aged ≥ 3 bln,Clearance 20-40% / bundling
ch34,Charge Up Charger & Power Bank 2 Slot - Neon Blue,Charger,3,"  200,000 "," Rp 600,000 ",3,3,1,0,1,1,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
ch33,Charge Up Charger & Power Bank 2 Slot - Green,Charger,3,"  200,000 "," Rp 600,000 ",3,3,0,0,1,1,1,Aged ≥ 3 bln,Clearance 20-40% / bundling
acc370,909 Modify Xtra RBA - Black,Parts Units,1,"  600,000 "," Rp 600,000 ",2,1,1,0,0,0,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
acc213,SXK RBA MK02 - Stainless Steel,Parts Units,2,"  300,000 "," Rp 600,000 ",2,2,0,0,1,1,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
acc173,Crypt Boro Tank By Suicide Mods - Forset Green,Parts Units,2,"  300,000 "," Rp 600,000 ",2,2,1,0,0,1,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
rc289,Voopoo Drag Q ITO X Cartridge - Black,Cartridge,8,"  74,291 "," Rp 594,327 ",8,8,3,1,1,2,1,Aged ≥ 3 bln,Clearance 20-40% / bundling
rda14,Dead Rabbit V3 RDA 24mm By Hellvape - Black Gold,RDA,2,"  295,000 "," Rp 590,000 ",2,2,0,1,0,1,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
cot02,Monster Fiber - Reguler,Cotton,25,"  23,582 "," Rp 589,538 ",25,25,5,5,5,5,5,Aged ≥ 3 bln,Clearance 20-40% / bundling
rc116,Artha Pod Mod Mesh Coil - Mesh 0.8 Ohm,Coil,23,"  25,000 "," Rp 575,000 ",23,23,3,5,5,5,5,Aged ≥ 3 bln,Clearance 20-40% / bundling
mag5,Dot AIO KNTRL MAG Panel - Red,Superior,1,"  575,000 "," Rp 575,000 ",1,1,0,0,1,0,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
mag4,Dot AIO KNTRL MAG Panel - Purple,Superior,1,"  575,000 "," Rp 575,000 ",1,1,0,0,0,1,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
mag3,Dot AIO KNTRL MAG Panel - Green,Superior,1,"  575,000 "," Rp 575,000 ",1,1,1,0,0,0,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
mag2,Dot AIO KNTRL MAG Panel - Frost White,Superior,1,"  575,000 "," Rp 575,000 ",1,1,0,1,0,0,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
mag1,Dot AIO KNTRL MAG Panel - Black,Superior,1,"  575,000 "," Rp 575,000 ",1,1,0,1,0,0,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
rc89,Aegis Boost B Coil - 0.6 Ohm,Coil,23,"  24,971 "," Rp 574,333 ",23,23,5,5,5,3,5,Aged ≥ 3 bln,Clearance 20-40% / bundling
OPS233/226,Suorin Fero Lite Pod 1000mAh - Blue,Pod System 2025,4,"  143,289 "," Rp 573,158 ",5,4,0,1,1,1,1,Aged ≥ 3 bln,Clearance 20-40% / bundling
rta37,Aspire Nautilus GT Mini Tank Kit 2.8ml - Stainless Steel,SALE RTA,2,"  285,000 "," Rp 570,000 ",2,2,0,1,1,0,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
rta34,Aspire Nautilus GT Mini Tank Kit 2.8ml - Black,SALE RTA,2,"  285,000 "," Rp 570,000 ",2,2,0,1,1,0,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
rta220,The Seraphim Tank by ISUREVAPE - Black,SALE RTA,3,"  190,000 "," Rp 570,000 ",3,3,0,2,1,0,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
el303,ZQ Essent SE 80W Box Mod - Pacific Blue,PROMOTION DEVICE,1,"  560,000 "," Rp 560,000 ",1,1,0,0,1,0,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
el299,ZQ Essent SE 80W Box Mod - Gunmetal,PROMOTION DEVICE,1,"  560,000 "," Rp 560,000 ",1,1,0,1,0,0,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
st976,Nevoks APX C1 Pod System 30W - Spring Green,SALE DEVICE POD,3,"  185,000 "," Rp 555,000 ",3,3,0,1,1,0,1,Aged ≥ 3 bln,Clearance 20-40% / bundling
st973,Nevoks APX C1 Pod System 30W - Maple Yellow,SALE DEVICE POD,3,"  185,000 "," Rp 555,000 ",3,3,0,1,1,0,1,Aged ≥ 3 bln,Clearance 20-40% / bundling
st452,EIR Pod Kit 18W 800mAh - Silver Black,SALE DEVICE POD,3,"  185,000 "," Rp 555,000 ",3,3,1,0,1,0,1,Aged ≥ 3 bln,Clearance 20-40% / bundling
st450,EIR Pod Kit 18W 800mAh - Light Blue Pink,SALE DEVICE POD,3,"  185,000 "," Rp 555,000 ",3,3,0,1,1,0,1,Aged ≥ 3 bln,Clearance 20-40% / bundling
st447,EIR Pod Kit 18W 800mAh - Green Blue,SALE DEVICE POD,3,"  185,000 "," Rp 555,000 ",3,3,0,1,1,0,1,Aged ≥ 3 bln,Clearance 20-40% / bundling
st446,EIR Pod Kit 18W 800mAh - Darkish Green,SALE DEVICE POD,3,"  185,000 "," Rp 555,000 ",3,3,0,1,1,0,1,Aged ≥ 3 bln,Clearance 20-40% / bundling
st445,EIR Pod Kit 18W 800mAh - Carbon Fiber,SALE DEVICE POD,3,"  185,000 "," Rp 555,000 ",3,3,1,0,1,0,1,Aged ≥ 3 bln,Clearance 20-40% / bundling
st958,Moti Play Pod Kit 30W - Blush Pink,Pod System,2,"  275,000 "," Rp 550,000 ",2,2,0,1,0,1,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
rta258,Pioneer RTA 22mm - DLC Black,RTA,1,"  550,000 "," Rp 550,000 ",1,1,0,1,0,0,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
rda489,Dead Rabbit V3 RDA Joker Edition - Shiny Purple,RDA,2,"  275,000 "," Rp 550,000 ",2,2,1,1,0,0,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
rc1120,Geek Vape Aegis Pod G Coil Pod Formula - Mesh 0.6 Ohm,Coil,22,"  25,000 "," Rp 550,000 ",22,22,0,5,7,5,5,Aged ≥ 3 bln,Clearance 20-40% / bundling
KTRL2,Dot AIO V1 KNTRL Panel - Frost White,Superior,1,"  550,000 "," Rp 550,000 ",1,1,0,1,0,0,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
st231,Vamped Pro Plus 1000mAh - Burgundy,BUY 1 GET 1,6,"  90,000 "," Rp 540,000 ",6,6,1,0,4,0,1,Aged ≥ 3 bln,Clearance 20-40% / bundling
rda270,Dang RDA 24mm By Recoil RDA - Stainless Steel,RDA,1,"  540,000 "," Rp 540,000 ",1,1,0,1,0,0,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
OPS169/0925,Suorin Fero Box Pod Kit 30W 1300mAh - Black Phantom,Pod System 2025,3,"  180,000 "," Rp 540,000 ",3,3,0,1,1,1,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
co201,SMok RPM 3 PNP Coil - 0.15 Ohm,Coil,18,"  30,000 "," Rp 540,000 ",18,18,4,1,4,4,5,Aged ≥ 3 bln,Clearance 20-40% / bundling
bt27,Sony VTC 6A 18650 3000mAh 35A,Battery,18,"  30,000 "," Rp 540,000 ",18,18,4,4,4,4,2,Aged ≥ 3 bln,Clearance 20-40% / bundling
bt23,Sony VTC 5 18650 2600mAh 30A,Battery,18,"  30,000 "," Rp 540,000 ",18,18,4,4,4,4,2,Aged ≥ 3 bln,Clearance 20-40% / bundling
rba46,OXVA Velocity Unipro RBA - Unipro,Parts Units,5,"  107,500 "," Rp 537,500 ",5,5,0,2,2,1,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
el184,Aspire Rhea 200W Box Mod - Red Metal,SALE DEVICE MOD,1,"  535,000 "," Rp 535,000 ",1,1,0,0,1,0,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
el181,Aspire Rhea 200W Box Mod - Black Metal,SALE DEVICE MOD,1,"  535,000 "," Rp 535,000 ",1,1,0,0,1,0,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
el136,Voopoo Argus GT 2 Mod Only 200W - Graphite,SALE DEVICE MOD,1,"  535,000 "," Rp 535,000 ",1,1,1,0,0,0,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
rc64,EIR Pod Coil - P3 02 1.2 Ohm,Coil,20,"  26,666 "," Rp 533,320 ",20,20,6,3,5,3,3,Aged ≥ 3 bln,Clearance 20-40% / bundling
el616,Lost Vape Centaurus M200 Reguler Edition - Green Galaxy,Electrical Mods,1,"  530,000 "," Rp 530,000 ",1,1,0,0,0,1,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
el276,Lost Vape Centaurus M200 Reguler Edition - Golden Knight,Electrical Mods,1,"  530,000 "," Rp 530,000 ",1,1,0,1,0,0,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
aio6/824,Lost Vape Centaurus G80S AIO 80W - Space Silver,AIO,1,"  525,000 "," Rp 525,000 ",1,1,0,0,0,1,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
aio5/824,Lost Vape Centaurus G80S AIO 80W - Sakura Pink,AIO,1,"  525,000 "," Rp 525,000 ",1,1,0,0,0,1,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
aio3/824,Lost Vape Centaurus G80S AIO 80W - Ice Blue,AIO,1,"  525,000 "," Rp 525,000 ",1,1,0,0,0,1,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
aio2/824,Lost Vape Centaurus G80S AIO 80W - Gunmetal Iron,AIO,1,"  525,000 "," Rp 525,000 ",1,1,0,0,0,1,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
st717,Hotcig RDS Dual System Pod Mod Kit 80W - Amber,SALE DEVICE MOD,2,"  262,000 "," Rp 524,000 ",2,2,1,1,0,0,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
ct34,Voopoo Vinci Pod Cartridge - 1.2 Ohm,Cartridge,19,"  27,511 "," Rp 522,701 ",19,19,6,3,5,2,3,Aged ≥ 3 bln,Clearance 20-40% / bundling
rc243,Lost Vape Ursa UB Lite Mesh Coil - L3 0.8 Ohm,Coil,24,"  21,760 "," Rp 522,240 ",23,24,5,3,6,5,5,Aged ≥ 3 bln,Clearance 20-40% / bundling
st547,Hannya Nano Pro Pod Kit 700mAh - Black,Pod System,2,"  260,000 "," Rp 520,000 ",2,2,0,2,0,0,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
st1089,Veepon Kuka AIO 60W AIO - Pink,All In One System,1,"  520,000 "," Rp 520,000 ",1,1,0,0,0,0,1,Aged ≥ 3 bln,Clearance 20-40% / bundling
st1088,Veepon Kuka AIO 60W AIO - Brown,All In One System,1,"  520,000 "," Rp 520,000 ",1,1,0,0,1,0,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
OPS152/0825,Geek Vape Sonder Q2 Pod Kit Bundling Volx - Moonlight Silver,Pod System 2025,4,"  130,000 "," Rp 520,000 ",4,4,1,1,1,1,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
OPS150/0825,Geek Vape Sonder Q2 Pod Kit Bundling Volx - Metallic Purple,Pod System 2025,4,"  130,000 "," Rp 520,000 ",4,4,1,1,1,1,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
el269,Voopoo Drag 4 Wood Series 177W Mod Only - Pale Gold Walnut,Electrical Mods,1,"  515,000 "," Rp 515,000 ",1,1,1,0,0,0,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
el264,Voopoo Drag 4 Resin Series 177W Mod Only - Forest Green Gun Metal,SALE DEVICE MOD,1,"  515,000 "," Rp 515,000 ",1,1,1,0,0,0,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
st1280,Hannya Nano Pod 900mAh - Ocean Blue,SALE DEVICE POD,3,"  170,000 "," Rp 510,000 ",3,3,0,1,1,0,1,Aged ≥ 3 bln,Clearance 20-40% / bundling
st1279,Hannya Nano Pod 900mAh - Garnet Red,SALE DEVICE POD,3,"  170,000 "," Rp 510,000 ",3,3,0,1,1,0,1,Aged ≥ 3 bln,Clearance 20-40% / bundling
st1278,Hannya Nano Pod 900mAh - Fluorescent Green,SALE DEVICE POD,3,"  170,000 "," Rp 510,000 ",3,3,0,1,1,0,1,Aged ≥ 3 bln,Clearance 20-40% / bundling
st1136,Vaptio Avocado Baby Kit 1100mAh - Charcoal White,SALE DEVICE MOD,2,"  250,000 "," Rp 500,000 ",2,2,0,1,1,0,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
st1134,Vaptio Avocado Baby Kit 1100mAh - Black White,SALE DEVICE MOD,2,"  250,000 "," Rp 500,000 ",2,2,0,1,1,0,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
ops149/1024,Foom Y Pod Bundling Liquid 15ml Onyx Black - Icy Lychee,Open Pod System,2,"  250,000 "," Rp 500,000 ",2,2,0,1,1,0,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
ops145/1024,Foom Y Pod Bundling Liquid 15ml Granit Grey - Icy Grape,Open Pod System,2,"  250,000 "," Rp 500,000 ",2,2,1,0,1,0,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
el630,Vox Mod 200W Mod Only - Cool Silver,Electrical Mods,1,"  500,000 "," Rp 500,000 ",1,1,0,1,0,0,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
el629,Vox Mod 200W Mod Only - Black Phantom,Electrical Mods,1,"  500,000 "," Rp 500,000 ",1,1,0,0,0,1,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
acc115,Nitrous Beauty Ring And AF Ring - Gunmetal,Parts Units,5,"  100,000 "," Rp 500,000 ",5,5,2,1,1,1,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
st1311,Joiway Galaxy Pod Glow In The Dark 600mAh - Electroplate White,SALE DEVICE POD,3,"  165,000 "," Rp 495,000 ",3,3,1,1,0,0,1,Aged ≥ 3 bln,Clearance 20-40% / bundling
SN550,"ELFLIQ Fruity Series Salt Nic 2026 - 30ml,Mixed Berries",SALT NIC 2026,6,"  82,500 "," Rp 495,000 ",0,2,0,2,2,2,0,Aged ~2 bln,Clearance 20-40% / bundling
SN549,"ELFLIQ Fruity Series Salt Nic 2026 - 30ml,Kiwi Ice",SALT NIC 2026,6,"  82,500 "," Rp 495,000 ",0,2,0,2,2,2,0,Aged ~2 bln,Clearance 20-40% / bundling
SN547,"ELFLIQ Fruity Series Salt Nic 2026 - 30ml,Blackcurrant Ice",SALT NIC 2026,6,"  82,500 "," Rp 495,000 ",0,2,0,2,2,2,0,Aged ~2 bln,Clearance 20-40% / bundling
SN498,"Eno Bubblegum Series Salt Nic 2026 - 30ml,30mg Banana",SALT NIC 2026,6,"  82,500 "," Rp 495,000 ",0,4,0,2,2,2,0,Aged ~2 bln,Clearance 20-40% / bundling
rc453,Mechvape The X Pod Cartridge 2ml - 0.8 Ohm,Cartridge,18,"  27,500 "," Rp 495,000 ",18,18,4,4,4,4,2,Aged ≥ 3 bln,Clearance 20-40% / bundling
rc452,Mechvape The X Pod Cartridge 2ml - 0.6 Ohm,Cartridge,18,"  27,500 "," Rp 495,000 ",18,18,4,4,4,4,2,Aged ≥ 3 bln,Clearance 20-40% / bundling
rc4,Smok RPM 40 RBA Coil - 0.25 Ohm,Parts Units,9,"  55,000 "," Rp 495,000 ",9,9,0,4,5,0,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
OPS28/0425,Lost Vape Thelema Nano Pod Kit - Lavender Violet,Pod System 2025,2,"  245,000 "," Rp 490,000 ",2,2,0,0,1,1,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
st1129,Emkay E-Type Pod System 580mAh - Rose Gold,SALE DEVICE POD,4,"  120,000 "," Rp 480,000 ",4,4,1,1,1,0,1,Aged ≥ 3 bln,Clearance 20-40% / bundling
st1128,Emkay E-Type Pod System 580mAh - Maple Shine,SALE DEVICE POD,4,"  120,000 "," Rp 480,000 ",4,4,1,1,1,0,1,Aged ≥ 3 bln,Clearance 20-40% / bundling
st1127,Emkay E-Type Pod System 580mAh - Blue Ocean,SALE DEVICE POD,4,"  120,000 "," Rp 480,000 ",4,4,1,1,1,0,1,Aged ≥ 3 bln,Clearance 20-40% / bundling
st1126,Emkay E-Type Pod System 580mAh - Black Majesty,SALE DEVICE POD,4,"  120,000 "," Rp 480,000 ",4,4,1,1,1,0,1,Aged ≥ 3 bln,Clearance 20-40% / bundling
rc290,Voopoo Drag Q ITO X Cartridge - Silver,Cartridge,6,"  80,000 "," Rp 480,000 ",6,6,2,1,0,2,1,Aged ≥ 3 bln,Clearance 20-40% / bundling
el626,Hotcig R233 X Nitrous Limited Edition - Cyberized Purple,Semi Mechanical Mod,1,"  480,000 "," Rp 480,000 ",1,1,1,0,0,0,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
dt251,909 Modify Drip Tip 510 - Black,Drip Tips And Caps,4,"  120,000 "," Rp 480,000 ",4,4,1,1,1,1,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
dt12,The M.M.K 510 Tips Stabilised Wood - 3mm,Drip Tips And Caps,2,"  240,000 "," Rp 480,000 ",2,2,1,0,1,0,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
bm54/0525,TRML T200 Box Mod - Yellow Omelette,Box Mod,1,"  480,000 "," Rp 480,000 ",1,1,0,1,0,0,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
am1,Goest Cleaner 60ml - 60ml,Accesories Medic,8,"  60,000 "," Rp 480,000 ",8,8,2,2,2,2,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
acc118,Nitrous Beauty Ring And AF Ring - Stainless Steel,Parts Units,5,"  95,556 "," Rp 477,778 ",5,5,2,1,1,1,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
acc35,Asvape Hita RBA Tool 510 Adapter - Kit Standard,Parts Units,7,"  67,991 "," Rp 475,939 ",7,7,2,2,1,2,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
el383,Geekvape Aegis Legend L200 Mod Only - Silver Black,SALE DEVICE MOD,1,"  475,000 "," Rp 475,000 ",1,1,0,0,0,1,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
dt266,Famles Drip Tip Sett Dot AIO - Electrify,Drip Tips And Caps,1,"  475,000 "," Rp 475,000 ",1,1,0,0,0,1,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
ct01,Cotton Bacon V2 By Wick N Vape - Standart,Cotton,10,"  47,000 "," Rp 470,000 ",10,10,3,2,4,1,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
ct334,Uwell Caliburn A3S Cartridge - 1.0 Ohm,Cartridge,15,"  31,120 "," Rp 466,797 ",15,15,3,8,0,4,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
ops107/924,Sweet And Smooth Shark Pod System 1000mAh - Silver,Open Pod System,3,"  155,000 "," Rp 465,000 ",3,3,1,1,1,0,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
ops106/924,Sweet And Smooth Shark Pod System 1000mAh - Pink,Open Pod System,3,"  155,000 "," Rp 465,000 ",3,3,1,1,1,0,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
ops104/924,Sweet And Smooth Shark Pod System 1000mAh - Green,Open Pod System,3,"  155,000 "," Rp 465,000 ",3,3,1,1,1,0,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
ops103/924,Sweet And Smooth Shark Pod System 1000mAh - Blue,Open Pod System,3,"  155,000 "," Rp 465,000 ",3,3,1,1,1,0,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
ops102/924,Sweet And Smooth Shark Pod System 1000mAh - Black,Open Pod System,3,"  155,000 "," Rp 465,000 ",3,3,1,1,1,0,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
ac100,Revolution Screwdriver Kit - Black,Tools,8,"  58,055 "," Rp 464,438 ",8,8,0,3,1,4,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
rta180,Manta Tank 24mm By Advken - Black,RTA,2,"  230,000 "," Rp 460,000 ",2,2,0,2,0,0,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
ops98/924,Sweet And Smooth ROLV Rocket Pod System 30W 1000mAh - Pink,Open Pod System,4,"  115,000 "," Rp 460,000 ",4,4,1,1,1,1,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
rda69,MGNT V2 RDA by Shado Vapor - Stainless Steel,RDA,1,"  450,000 "," Rp 450,000 ",1,1,0,0,0,0,1,Aged ≥ 3 bln,Clearance 20-40% / bundling
rc212,Voopoo TPP Platform Coil - TPP DM3 0.15 Ohm,Coil,15,"  30,000 "," Rp 450,000 ",15,15,3,3,3,3,3,Aged ≥ 3 bln,Clearance 20-40% / bundling
OPS60/0625,Relx Prime E Pod Kit Bundling - Classic Black,Pod System 2025,3,"  150,000 "," Rp 450,000 ",3,3,1,1,0,0,1,Aged ≥ 3 bln,Clearance 20-40% / bundling
el71,Hotcig R234 VW Box Mod - Purple Cyber,Box Mod,1,"  450,000 "," Rp 450,000 ",1,1,0,0,1,0,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
el635,Hotcig R234 VW Box Mod - Barong Shade Grey,Box Mod,1,"  450,000 "," Rp 450,000 ",1,1,1,0,0,0,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
el634,Hotcig R234 VW Box Mod - Barong Black,Box Mod,1,"  450,000 "," Rp 450,000 ",2,1,1,0,0,0,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
el278,Lost Vape Centaurus M200 Reguler Edition - Midnight Blue,Electrical Mods,1,"  450,000 "," Rp 450,000 ",1,1,1,0,0,0,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
el277,Lost Vape Centaurus M200 Reguler Edition - Gunmetal Gray,Electrical Mods,1,"  450,000 "," Rp 450,000 ",1,1,0,0,0,0,1,Aged ≥ 3 bln,Clearance 20-40% / bundling
ct333,Uwell Caliburn A3S Cartridge - 0.8 Ohm,Cartridge,16,"  27,513 "," Rp 440,207 ",16,16,7,0,4,5,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
st982,Voopoo Argus G Pod 1000mAh 25W - Satin Blue,SALE DEVICE POD,2,"  220,000 "," Rp 440,000 ",2,2,0,1,1,0,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
st977,Voopoo Argus G Pod 1000mAh 25W - Aurora Blue,SALE DEVICE POD,2,"  220,000 "," Rp 440,000 ",2,2,0,1,1,0,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
bm61/1025,TRML T99 Box Mod - Orchid Magenta,Box Mod,1,"  440,000 "," Rp 440,000 ",1,1,0,0,1,0,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
bm51/0225,TRML T99 Box Mod - Sky Of Blue,Box Mod,1,"  440,000 "," Rp 440,000 ",1,1,0,0,1,0,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
bm34/1224,TRML T99 Box Mod - Iron Grey,Box Mod,1,"  440,000 "," Rp 440,000 ",1,1,0,1,0,0,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
rc36,Thumb Cartridge V1.3 - 2ml - 0.5 Ohm,TRX,29,"  15,007 "," Rp 435,217 ",29,29,19,10,0,0,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
ops18/724,Elf X Pod Kit 30W 1000mAh - Purple,Open Pod System,3,"  145,000 "," Rp 435,000 ",3,3,1,0,1,1,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
pre22,Gatotkoco Coil - Alien Single - 0.3 Ohm,Wire,23,"  18,889 "," Rp 434,457 ",22,23,0,6,7,5,5,Aged ≥ 3 bln,Clearance 20-40% / bundling
st472,Voopoo Argus MT Mod 3000mAh - Pearl White,SALE DEVICE POD,1,"  430,000 "," Rp 430,000 ",1,1,0,0,0,1,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
acc301,Veepon Tita RBA - Army Red,Parts Units,1,"  425,000 "," Rp 425,000 ",1,1,1,0,0,0,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
acc300,Veepon Tita RBA - Army Green,Parts Units,1,"  425,000 "," Rp 425,000 ",1,1,0,0,1,0,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
ct325,Sweet And Smooth S1 Cartridge - 0.8 Ohm,Cartridge,13,"  32,500 "," Rp 422,500 ",13,13,4,4,2,3,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
st418,INDEX Starter Kit 550mAh By TRX x Turbo Vape - Red,TRX,2,"  210,000 "," Rp 420,000 ",2,2,0,2,0,0,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
st417,INDEX Starter Kit 550mAh By TRX x Turbo Vape - Blue,TRX,2,"  210,000 "," Rp 420,000 ",2,2,0,2,0,0,0,Aged ≥ 3 bln,Clearance 20-40% / bundling
rc77,OXVA Velocity Unipro Coil - 0.3 Ohm,Coil,15,"  28,000 "," Rp 420,000 ",15,15,4,4,0,4,3,Aged ≥ 3 bln,Clearance 20-40% / bundling
OPS401,Geek Vape Wenax M2 Pod Leather Series - Volcanic Black,POD SYSTEM 2026,3,"  140,000 "," Rp 420,000 ",0,1,0,1,1,1,0,Aged ~2 bln,Clearance 20-40% / bundling
OPS400,Geek Vape Wenax M2 Pod Leather Series - Terra Brown,POD SYSTEM 2026,3,"  140,000 "," Rp 420,000 ",0,1,0,1,1,1,0,Aged ~2 bln,Clearance 20-40% / bundling
OPS399,Geek Vape Wenax M2 Pod Leather Series - Oak Grey,POD SYSTEM 2026,3,"  140,000 "," Rp 420,000 ",0,1,0,1,1,1,0,Aged ~2 bln,Clearance 20-40% / bundling
OPS398,Geek Vape Wenax M2 Pod Leather Series - Harves Gold,POD SYSTEM 2026,3,"  140,000 "," Rp 420,000 ",0,1,0,1,1,1,0,Aged ~2 bln,Clearance 20-40% / bundling
OPS397,Geek Vape Wenax M2 Pod Leather Series - Dune Mocha,POD SYSTEM 2026,3,"  140,000 "," Rp 420,000 ",0,1,0,1,1,1,0,Aged ~2 bln,Clearance 20-40% / bundling
